region,variety,rating
"Sancerre, Loire, France",White Wine,91.0
"Mendocino, California",Red Wine,91.0
"Tuscany, Italy",White Wine,89.0
"Haut Medoc, Bordeaux, France",Red Wine,92.0
Australia,Red Wine,90.0
"Napa Valley, California",Red Wine,93.0
"Tuscany, Italy",Red Wine,90.0
"Yakima Valley, Columbia Valley, Washington",Red Wine,94.0
"Sonoma County, California",White Wine,86.0
California,Red Wine,90.0
Chile,White Wine,88.0
"Sierra Foothills, California",Red Wine,89.0
"Gisborne, New Zealand",White Wine,91.0
"St. Estephe, Bordeaux, France",Red Wine,98.0
"St. Helena, Napa Valley, California",White Wine,90.0
"Anderson Valley, Mendocino, California",Red Wine,92.0
"Tuscany, Italy",Red Wine,93.0
"Pauillac, Bordeaux, France",Red Wine,90.0
"Margaux, Bordeaux, France",Red Wine,95.0
"Barbaresco, Piedmont, Italy",Red Wine,91.0
Italy,White Wine,90.0
"Barolo, Piedmont, Italy",Red Wine,90.0
"North Coast, California",Red Wine,93.0
"Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,92.0
"Sonoma County, California",White Wine,91.0
Greece,White Wine,89.0
"Cotes du Rhone, Rhone, France",Red Wine,89.0
"St. Emilion, Bordeaux, France",Red Wine,91.0
"Willamette Valley, Oregon",White Wine,88.0
"Pessac-Leognan, Bordeaux, France",Red Wine,91.0
"Knights Valley, Sonoma County, California",Red Wine,90.0
"Tuscany, Italy",Red Wine,93.0
"Pomerol, Bordeaux, France",Red Wine,93.0
"Central Coast, California",Red Wine,89.0
"Pomerol, Bordeaux, France",Red Wine,91.0
"McLaren Vale, South Australia, Australia",Red Wine,90.0
"Santa Cruz Mountains, California",Red Wine,93.0
"Sonoma County, California",White Wine,91.0
"St. Emilion, Bordeaux, France",Red Wine,91.0
"Cotes du Rhone, Rhone, France",Red Wine,92.0
"Willamette Valley, Oregon",Red Wine,90.0
"Barbaresco, Piedmont, Italy",Red Wine,93.0
"Ribera del Duero, Spain",Red Wine,90.0
"Alsace, France",White Wine,90.0
"Napa Valley, California",Red Wine,93.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,95.0
"Pouilly-Fuisse, Maconnais, Burgundy, France",White Wine,91.0
"Languedoc, South of France, France",Red Wine,90.0
"Walla Walla Valley, Columbia Valley, Washington",Red Wine,93.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,92.0
"Carneros, California",Red Wine,92.0
"Sauternes, Bordeaux, France",Green Wine,90.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,89.0
Australia,Red Wine,87.0
"Columbia Valley, Washington",White Wine,90.0
Spain,White Wine,90.0
"Napa Valley, California",Red Wine,93.0
"Jumilla, Spain",Red Wine,92.0
"Napa Valley, California",Red Wine,91.0
"Sonoma County, California",Red Wine,87.0
California,White Wine,90.0
"Russian River, Sonoma County, California",Red Wine,91.0
"Atlas Peak, Napa Valley, California",Red Wine,91.0
"Central Coast, California",Red Wine,92.0
"Margaux, Bordeaux, France",Red Wine,90.0
Israel,Red Wine,91.0
"Mosel, Germany",White Wine,88.0
"Montalcino, Tuscany, Italy",Red Wine,94.0
"Sonoma County, California",Red Wine,89.0
"Cotes du Rhone, Rhone, France",Red Wine,90.0
"Russian River, Sonoma County, California",White Wine,91.0
"Pauillac, Bordeaux, France",Red Wine,90.0
"Puglia, Italy",Red Wine,91.0
"Crozes-Hermitage, Rhone, France",Red Wine,91.0
"Chablis, Burgundy, France",White Wine,88.0
Argentina,Red Wine,89.0
"Rhone, France",Red Wine,94.0
"Montalcino, Tuscany, Italy",Red Wine,91.0
"Napa Valley, California",Red Wine,90.0
"Côtes du Roussillon, Roussillon, South of France, France",Red Wine,92.0
"Knights Valley, Sonoma County, California",White Wine,90.0
Spain,White Wine,91.0
"Napa Valley, California",Red Wine,93.0
"St. Emilion, Bordeaux, France",Red Wine,87.0
"Sonoma Coast, Sonoma County, California",Red Wine,92.0
"Napa Valley, California",Red Wine,90.0
"Wachau, Austria",White Wine,90.0
"McLaren Vale, South Australia, Australia",Red Wine,95.0
"Sonoma County, California",Red Wine,86.0
"Carneros, California",Red Wine,88.0
"Pauillac, Bordeaux, France",Red Wine,98.0
"Soave, Veneto, Italy",White Wine,92.0
"Columbia Valley, Washington",White Wine,90.0
"Crozes-Hermitage, Rhone, France",Red Wine,92.0
"Piedmont, Italy",Red Wine,90.0
"Paso Robles, Central Coast, California",Red Wine,91.0
"Carneros, California",White Wine,89.0
"Columbia Valley, Washington",Red Wine,87.0
"Medoc, Bordeaux, France",Red Wine,87.0
"Alsace, France",White Wine,93.0
"Sonoma Coast, Sonoma County, California",Red Wine,91.0
"Haut Medoc, Bordeaux, France",Red Wine,93.0
California,White Wine,88.0
"Barolo, Piedmont, Italy",Red Wine,97.0
"Montalcino, Tuscany, Italy",Red Wine,90.0
"Mt. Veeder, Napa Valley, California",Red Wine,92.0
"Napa Valley, California",Collectible,90.0
"Ribbon Ridge, Willamette Valley, Oregon",Red Wine,95.0
"Mt. Veeder, Napa Valley, California",Red Wine,90.0
"Russian River, Sonoma County, California",White Wine,91.0
"Hermitage, Rhone, France",Red Wine,92.0
"Montalcino, Tuscany, Italy",Red Wine,98.0
"Dundee Hills, Willamette Valley, Oregon",Red Wine,90.0
New Zealand,White Wine,90.0
"Napa Valley, California",Red Wine,91.0
"St. Emilion, Bordeaux, France",Red Wine,93.0
"Chateauneuf-du-Pape, Rhone, France",White Wine,93.0
"St. Helena, Napa Valley, California",Red Wine,93.0
"Yamhill-Carlton District, Willamette Valley, Oregon",Red Wine,90.0
"Rioja, Spain",Red Wine,89.0
"Montalcino, Tuscany, Italy",Red Wine,90.0
"Rioja, Spain",Red Wine,88.0
"Napa Valley, California",Red Wine,91.0
"McLaren Vale, South Australia, Australia",Red Wine,91.0
"Napa Valley, California",Red Wine,92.0
"Provence, South of France, France",Pink and Rosé,91.0
"Sancerre, Loire, France",White Wine,94.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,90.0
"Napa Valley, California",White Wine,90.0
"Sonoma County, California",Red Wine,86.0
"Santa Barbara, Central Coast, California",Red Wine,90.0
"Russian River, Sonoma County, California",Red Wine,88.0
"Russian River, Sonoma County, California",White Wine,90.0
"Carneros, California",Red Wine,92.0
"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,96.0
"Sonoma Valley, Sonoma County, California",Red Wine,90.0
Argentina,Red Wine,91.0
"Rioja, Spain",Red Wine,91.0
"Willamette Valley, Oregon",Sparkling & Champagne,93.0
"Montalcino, Tuscany, Italy",Red Wine,90.0
"Napa Valley, California",White Wine,95.0
"Margaret River, Western Australia, Australia",White Wine,91.0
"Cotes du Rhone, Rhone, France",Red Wine,86.0
Chile,Red Wine,88.0
"Tuscany, Italy",Red Wine,90.0
"Barbaresco, Piedmont, Italy",Red Wine,92.0
"Central Coast, California",Red Wine,91.0
"Napa Valley, California",Red Wine,89.0
"Carneros, California",Red Wine,89.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,93.0
"Provence, South of France, France",Pink and Rosé,91.0
"Russian River, Sonoma County, California",Red Wine,90.0
"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,92.0
"Walla Walla Valley, Columbia Valley, Washington",Red Wine,95.0
California,Red Wine,91.0
South Africa,White Wine,90.0
"Mt. Harlan, Central Coast, California",Red Wine,94.0
"Sauternes, Bordeaux, France",Green Wine,93.0
"Meursault, Cote de Beaune, Cote d'Or, Burgundy, France",White Wine,92.0
"Rioja, Spain",Red Wine,92.0
"Napa Valley, California",Red Wine,96.0
"Sonoma Coast, Sonoma County, California",Red Wine,91.0
"Santa Maria Valley, Central Coast, California",Red Wine,90.0
"Champagne, France",Sparkling & Champagne,90.0
"Rhone, France",Red Wine,94.0
"Montalcino, Tuscany, Italy",Red Wine,93.0
"St-Julien, Bordeaux, France",Red Wine,90.0
"Central Coast, California",Red Wine,90.0
"Sonoma County, California",Red Wine,93.0
"Crozes-Hermitage, Rhone, France",White Wine,90.0
"Naoussa, Greece",Red Wine,91.0
"Alba, Piedmont, Italy",Red Wine,90.0
"Napa Valley, California",Red Wine,90.0
"Willamette Valley, Oregon",Red Wine,87.0
"Sonoma County, California",Red Wine,92.0
"Rioja, Spain",Red Wine,96.0
"Cotes du Rhone, Rhone, France",Red Wine,90.0
"Montalcino, Tuscany, Italy",Red Wine,94.0
"Pouilly-Fuisse, Maconnais, Burgundy, France",White Wine,90.0
Argentina,Red Wine,90.0
"Central Coast, California",Red Wine,93.0
"Santa Margarita Ranch, Paso Robles, Central Coast, California",Red Wine,91.0
"Sauternes, Bordeaux, France",Collectible,92.0
"Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,92.0
"Medoc, Bordeaux, France",Red Wine,91.0
"Sonoma County, California",Red Wine,92.0
"Cotes du Rhone, Rhone, France",White Wine,90.0
"McLaren Vale, South Australia, Australia",Red Wine,92.0
"Napa Valley, California",Red Wine,90.0
"Priorat, Spain",Red Wine,92.0
"Burgundy, France",Red Wine,97.0
"Barolo, Piedmont, Italy",Red Wine,92.0
Argentina,Red Wine,90.0
"Columbia Valley, Washington",Red Wine,93.0
"Willamette Valley, Oregon",Red Wine,90.0
"Barolo, Piedmont, Italy",Red Wine,91.0
"Sonoma County, California",Red Wine,88.0
"Rutherford, Napa Valley, California",Red Wine,95.0
Spain,,91.0
"Napa Valley, California",White Wine,93.0
"Rioja, Spain",Red Wine,91.0
"Sonoma Coast, Sonoma County, California",Pink and Rosé,91.0
"Veneto, Italy",White Wine,90.0
"Napa Valley, California",Red Wine,93.0
"Russian River, Sonoma County, California",Red Wine,90.0
"St. Estephe, Bordeaux, France",Red Wine,91.0
"Cote Rotie, Rhone, France",Red Wine,95.0
Mexico,Red Wine,90.0
"Oakville, Napa Valley, California",Red Wine,91.0
Chile,Red Wine,91.0
"Sonoma County, California",Red Wine,90.0
"San Francisco Bay, Central Coast, California",Red Wine,92.0
"Pessac-Leognan, Bordeaux, France",White Wine,94.0
"Rioja, Spain",Red Wine,91.0
"Champagne, France",Sparkling & Champagne,94.0
"Cotes du Rhone, Rhone, France",Red Wine,88.0
"Côtes du Roussillon, Roussillon, South of France, France",Red Wine,91.0
"Carneros, California",Red Wine,91.0
"Piedmont, Italy",Red Wine,96.0
"Languedoc, South of France, France",White Wine,92.0
"Cotes du Rhone, Rhone, France",White Wine,89.0
"Napa Valley, California",Red Wine,95.0
"Sonoma County, California",Red Wine,93.0
Chile,White Wine,91.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,92.0
"Pauillac, Bordeaux, France",Red Wine,90.0
"Napa Valley, California",Red Wine,91.0
"Santa Maria Valley, Central Coast, California",Red Wine,88.0
"Rutherglen, Victoria, Australia",Screw Cap,89.0
"Napa Valley, California",Red Wine,90.0
"Carmignano, Tuscany, Italy",Red Wine,90.0
"Central Otago, New Zealand",Red Wine,91.0
"Napa Valley, California",Red Wine,94.0
Chile,Red Wine,91.0
"St. Emilion, Bordeaux, France",Red Wine,91.0
"Sonoma Coast, Sonoma County, California",White Wine,90.0
"Anderson Valley, Mendocino, California",Red Wine,91.0
"Napa Valley, California",Red Wine,91.0
"Cotes de Castillon, Bordeaux, France",Red Wine,89.0
"Pessac-Leognan, Bordeaux, France",Red Wine,97.0
"Napa Valley, California",Red Wine,90.0
"Beaujolais, Burgundy, France",Red Wine,91.0
"Montalcino, Tuscany, Italy",Red Wine,90.0
California,White Wine,88.0
Spain,Red Wine,90.0
"Montalcino, Tuscany, Italy",Red Wine,95.0
"Oakville, Napa Valley, California",Red Wine,91.0
"Mendoza, Argentina",Red Wine,90.0
"Tuscany, Italy",Red Wine,93.0
California,Red Wine,86.0
"Champagne, France",Sparkling & Champagne,90.0
"Tuscany, Italy",Red Wine,91.0
"Russian River, Sonoma County, California",Red Wine,90.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,92.0
"Toro, Spain",Red Wine,90.0
"Meursault, Cote de Beaune, Cote d'Or, Burgundy, France",White Wine,90.0
"Alsace, France",White Wine,91.0
"Elqui Valley, Chile",Red Wine,89.0
"Central Coast, California",Red Wine,90.0
"Sonoma County, California",Red Wine,97.0
Portugal,Collectible,94.0
"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,94.0
"Burgenland, Austria",,93.0
"Rias Baixas, Spain",White Wine,89.0
California,Red Wine,90.0
"Napa Valley, California",Red Wine,90.0
"Colchagua Valley, Rapel Valley, Chile",Red Wine,91.0
Portugal,,94.0
"Sonoma County, California",White Wine,85.0
"Margaret River, Western Australia, Australia",Red Wine,91.0
"Knights Valley, Sonoma County, California",Red Wine,91.0
"Priorat, Spain",Red Wine,89.0
Portugal,Red Wine,89.0
"Tuscany, Italy",Red Wine,93.0
"Piedmont, Italy",Red Wine,93.0
Israel,Red Wine,90.0
Spain,Red Wine,89.0
"Dry Creek Valley, Sonoma County, California",Red Wine,89.0
"Vouvray, Touraine, Loire, France",White Wine,93.0
"Aconcagua Valley, Chile",White Wine,92.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,93.0
"Eden Valley, Barossa, South Australia, Australia",Red Wine,96.0
Chile,Pink and Rosé,91.0
"Monterey, Central Coast, California",White Wine,90.0
"Sonoma County, California",Red Wine,85.0
"Eola-Amity Hills, Willamette Valley, Oregon",Red Wine,92.0
"Burgundy, France",White Wine,92.0
"Languedoc, South of France, France",Pink and Rosé,91.0
"Chablis, Burgundy, France",White Wine,92.0
"Rioja, Spain",Red Wine,92.0
"Sonoma County, California",White Wine,92.0
"Anderson Valley, Mendocino, California",White Wine,90.0
"Pouilly-Fuisse, Maconnais, Burgundy, France",White Wine,90.0
"Willamette Valley, Oregon",Sparkling & Champagne,89.0
"Russian River, Sonoma County, California",White Wine,93.0
"Ribera del Duero, Spain",Red Wine,90.0
California,White Wine,89.0
"Barossa Valley, Barossa, South Australia, Australia",Screw Cap,90.0
"Pouilly-Fume, Loire, France",White Wine,90.0
"Barolo, Piedmont, Italy",Red Wine,95.0
"Sicily, Italy",Red Wine,88.0
"Napa Valley, California",White Wine,89.0
"Napa Valley, California",Red Wine,96.0
"Sonoma County, California",Red Wine,89.0
"Napa Valley, California",Red Wine,90.0
"Montalcino, Tuscany, Italy",Red Wine,90.0
"Victoria, Australia",Red Wine,90.0
"Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,92.0
"Cahors, Southwest, France",Red Wine,94.0
"Napa Valley, California",Red Wine,91.0
"Sonoma County, California",Red Wine,93.0
Argentina,Red Wine,87.0
"Spring Mountain District, Napa Valley, California",Red Wine,92.0
"Yakima Valley, Columbia Valley, Washington",White Wine,90.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,87.0
"Ribera del Duero, Spain",Red Wine,90.0
"Sonoma County, California",Red Wine,89.0
"Rioja, Spain",Pink and Rosé,88.0
"Russian River, Sonoma County, California",White Wine,95.0
"Napa Valley, California",Red Wine,93.0
Portugal,Red Wine,93.0
"Champagne, France",Sparkling & Champagne,96.0
"Rioja, Spain",Pink and Rosé,89.0
"Santa Ynez Valley, Santa Barbara, Central Coast, California",Red Wine,94.0
"St. Emilion, Bordeaux, France",Red Wine,88.0
"Santa Maria Valley, Central Coast, California",White Wine,91.0
"Barolo, Piedmont, Italy",Red Wine,97.0
"Sonoma Mountain, Sonoma Valley, Sonoma County, California",Red Wine,94.0
"New York, Other U.S.",White Wine,90.0
"Willamette Valley, Oregon",Red Wine,92.0
"Columbia Valley, Washington",Red Wine,87.0
Chile,White Wine,87.0
"Lodi, California",Red Wine,90.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,92.0
"Rioja, Spain",Red Wine,92.0
"McLaren Vale, South Australia, Australia",Red Wine,90.0
"St. Estephe, Bordeaux, France",Red Wine,92.0
"Vouvray, Touraine, Loire, France",White Wine,94.0
"Clare Valley, South Australia, Australia",White Wine,91.0
"Asti, Piedmont, Italy",Red Wine,91.0
"Mendoza, Argentina",Red Wine,90.0
"Chablis, Burgundy, France",White Wine,94.0
"Napa Valley, California",Red Wine,92.0
"Oakville, Napa Valley, California",Red Wine,93.0
"Sicily, Italy",Red Wine,91.0
"Barossa Valley, Barossa, South Australia, Australia",Red Wine,90.0
"Languedoc, South of France, France",Red Wine,92.0
"Ribera del Duero, Spain",Red Wine,95.0
"Tuscany, Italy",Red Wine,88.0
"Champagne, France",Sparkling & Champagne,91.0
"Napa Valley, California",Red Wine,92.0
"Napa Valley, California",Red Wine,92.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,92.0
"Columbia Valley, Washington",White Wine,90.0
"Pessac-Leognan, Bordeaux, France",Red Wine,97.0
"Mosel, Germany",White Wine,94.0
"Willamette Valley, Oregon",White Wine,90.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,91.0
"Barolo, Piedmont, Italy",Red Wine,91.0
"Gigondas, Rhone, France",Red Wine,91.0
"Clare Valley, South Australia, Australia",White Wine,91.0
"Napa Valley, California",Red Wine,92.0
"Margaux, Bordeaux, France",Red Wine,99.0
"Napa Valley, California",Red Wine,91.0
"Montalcino, Tuscany, Italy",Red Wine,97.0
"Provence, South of France, France",Red Wine,91.0
"Russian River, Sonoma County, California",Red Wine,92.0
"Marlborough, New Zealand",White Wine,90.0
"Sonoma County, California",Red Wine,90.0
"Napa Valley, California",Red Wine,93.0
"St. Emilion, Bordeaux, France",Red Wine,97.0
"Beaujolais, Burgundy, France",Red Wine,90.0
"Mercurey, Cote Chalonnaise, Burgundy, France",Red Wine,92.0
"Barossa Valley, Barossa, South Australia, Australia",Red Wine,91.0
"Burgundy, France",Red Wine,93.0
"Yountville, Napa Valley, California",Red Wine,92.0
"Burgundy, France",Red Wine,90.0
"Napa Valley, California",White Wine,93.0
South Africa,Red Wine,90.0
"Lirac, Rhone, France",Red Wine,91.0
South Africa,White Wine,89.0
Oregon,White Wine,87.0
"Champagne, France",Sparkling & Champagne,90.0
"McLaren Vale, South Australia, Australia",Red Wine,93.0
"Burgundy, France",Red Wine,92.0
Argentina,Red Wine,91.0
"Cotes du Rhone, Rhone, France",Red Wine,90.0
"Margaux, Bordeaux, France",Red Wine,90.0
"Montalcino, Tuscany, Italy",Red Wine,94.0
"Asti, Piedmont, Italy",White Wine,88.0
"Napa Valley, California",Red Wine,95.0
"Napa Valley, California",Red Wine,89.0
"Montalcino, Tuscany, Italy",Red Wine,93.0
"McLaren Vale, South Australia, Australia",Red Wine,88.0
"Columbia Valley, Washington",White Wine,90.0
"Columbia Valley, Washington",Red Wine,90.0
"Sonoma County, California",White Wine,87.0
"Tuscany, Italy",Red Wine,93.0
"Willamette Valley, Oregon",White Wine,91.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,93.0
"Stags Leap District, Napa Valley, California",Red Wine,96.0
"Edna Valley, Central Coast, California",White Wine,91.0
"Montalcino, Tuscany, Italy",Red Wine,90.0
"Rioja, Spain",Red Wine,90.0
"Pauillac, Bordeaux, France",Red Wine,91.0
"Montalcino, Tuscany, Italy",Red Wine,91.0
"Languedoc, South of France, France",Pink and Rosé,91.0
"Pomerol, Bordeaux, France",Red Wine,88.0
"Tuscany, Italy",Red Wine,90.0
"Stellenbosch, South Africa",White Wine,89.0
"Central Coast, California",White Wine,91.0
"Burgundy, France",Red Wine,95.0
"Edna Valley, Central Coast, California",Red Wine,91.0
"Asti, Piedmont, Italy",White Wine,87.0
"Carneros, California",White Wine,90.0
"Santa Margarita Ranch, Paso Robles, Central Coast, California",White Wine,89.0
California,Red Wine,92.0
"Santa Cruz Mountains, California",Red Wine,90.0
"Columbia Valley, Washington",Red Wine,91.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,95.0
"Napa Valley, California",Red Wine,92.0
"Willamette Valley, Oregon",Red Wine,92.0
"Tuscany, Italy",Red Wine,94.0
"Walla Walla Valley, Columbia Valley, Washington",Red Wine,92.0
"Cote Rotie, Rhone, France",Red Wine,90.0
"Central Otago, New Zealand",Red Wine,92.0
"Rias Baixas, Spain",White Wine,90.0
"Barolo, Piedmont, Italy",Red Wine,91.0
"Central Otago, New Zealand",Red Wine,92.0
"Napa Valley, California",Red Wine,91.0
"Willamette Valley, Oregon",Red Wine,90.0
"Sauternes, Bordeaux, France",Collectible,95.0
"Sonoma County, California",White Wine,90.0
"Rasteau, Rhone, France",Red Wine,91.0
"Napa Valley, California",White Wine,90.0
"Carneros, California",Red Wine,91.0
"Gigondas, Rhone, France",Red Wine,92.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,94.0
